term_id,term_rank,term_str,n,num,stop,p_stem,pos_max,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
2845,11743,ddont,1,0,0,ddont,NN,0.019503151711338065,0.019503151711338065,0.019503151711338065,0.019503151711338065
2846,11725,ddown,1,0,0,ddown,NN,0.007200430093916987,0.007200430093916987,0.007200430093916987,0.007200430093916987
2847,4229,de,3,0,0,de,FW,0.004440012753592777,0.01332003826077833,0.004470751184225337,0.0050467375331132635
2848,469,dead,66,0,0,dead,JJ,0.00588539437972328,0.24718656394837776,0.0051146586069326806,0.017593698742284825
2849,11726,deadass,1,0,0,deadass,NN,0.005985723391081398,0.005985723391081398,0.005985723391081398,0.005985723391081398
2850,11736,deadbeat,1,0,0,deadbeat,NN,0.015180288187690967,0.015180288187690967,0.015180288187690967,0.015180288187690967
2851,11747,deadbolt,1,0,0,deadbolt,NN,0.0037853160776504468,0.0037853160776504468,0.0037853160776504468,0.0037853160776504468
2852,11769,deadlines,1,0,0,deadlin,NNS,0.012119242421448757,0.012119242421448757,0.012119242421448757,0.012119242421448757
2853,4257,deadly,3,0,0,deadli,RB,0.012270272035407898,0.03681081610622369,0.010412888834145085,0.017257724850995703
2854,12269,deadshot,1,0,0,deadshot,JJ,0.004375892880255643,0.004375892880255643,0.004375892880255643,0.004375892880255643
2855,12270,deadstock,1,0,0,deadstock,NN,0.004375892880255643,0.004375892880255643,0.004375892880255643,0.004375892880255643
2856,3631,deaf,4,0,0,deaf,NN,0.006792899554202466,0.027171598216809863,0.006155108393979904,0.0116562980949457
2857,861,deal,29,0,0,deal,NN,0.00614765542734474,0.14139607482892902,0.003978010232146872,0.0386158066437672
2858,12290,deala,1,0,0,deala,NN,0.006173953686398424,0.006173953686398424,0.006173953686398424,0.006173953686398424
2859,2099,dealer,8,0,0,dealer,NN,0.00627265603134842,0.04390859221943894,0.004999709210470932,0.01448191633377787
2860,12204,dealers,1,0,0,dealer,NNS,0.005797196670102456,0.005797196670102456,0.005797196670102456,0.005797196670102456
2861,12202,dealership,1,0,0,dealership,NN,0.0032009030420678776,0.006401806084135755,0.0032009030420678776,0.0032009030420678776
2862,3633,dealin,4,0,0,dealin,NN,0.004264936804342028,0.02132468402171014,0.002886897048940911,0.008021449657414388
2863,6387,dealing,2,0,0,deal,VBG,0.0054234463924149,0.0108468927848298,0.0054234463924149,0.006676631092798149
2864,12238,dealio,1,0,0,dealio,NN,0.01389139579439645,0.01389139579439645,0.01389139579439645,0.01389139579439645
2865,2537,deals,6,0,0,deal,NNS,0.004285516513093452,0.025713099078560713,0.004364309358437939,0.005499554969615239
2866,6403,dealt,2,0,0,dealt,JJ,0.005382941972029263,0.010765883944058526,0.005382941972029263,0.0060780365810300385
2867,4270,dean,3,0,0,dean,VBP,0.032127009909949614,0.032127009909949614,0.032127009909949614,0.032127009909949614
2868,1449,dear,14,0,0,dear,NN,0.0076640208204287455,0.09963227066557369,0.005831313872946533,0.02246665713012529
2869,12359,dearly,1,0,0,dearli,RB,0.021186877038935598,0.021186877038935598,0.021186877038935598,0.021186877038935598
2870,982,death,23,0,0,death,NN,0.004269130785961752,0.09819000807712029,0.0028475684755295957,0.011189032313741732
2871,12347,debate,1,0,0,debat,NN,0.0072180782068922734,0.0072180782068922734,0.0072180782068922734,0.0072180782068922734
2872,12345,debatin,1,0,0,debatin,NN,0.005325453722264101,0.005325453722264101,0.005325453722264101,0.005325453722264101
2873,6413,debating,2,0,0,debat,VBG,0.005889592341044818,0.011779184682089636,0.005889592341044818,0.006448648567678212
2874,3636,debt,4,0,0,debt,NN,0.005609745401016697,0.022438981604066786,0.0052782159552958695,0.008677466359570687
2875,6444,debtis,2,0,0,debti,NN,0.008751785760511286,0.008751785760511286,0.008751785760511286,0.008751785760511286
2876,12309,debuts,1,0,0,debut,NNS,0.00968742075135542,0.00968742075135542,0.00968742075135542,0.00968742075135542
2877,6478,decaf,2,0,0,decaf,NN,0.009468361476256376,0.018936722952512752,0.009468361476256376,0.01125083367126837
2878,4232,decatur,3,0,0,decatur,NN,0.005188914778564039,0.015566744335692117,0.004945600508401574,0.006344099366818471
2879,6479,deceased,2,0,0,deceas,JJ,0.010223525946189953,0.020447051892379907,0.010223525946189953,0.010618256677703079
2880,6480,deceive,2,0,0,deceiv,JJ,0.008725986404796073,0.017451972809592146,0.008725986404796073,0.010208285377405663
2881,12303,deceiving,1,0,0,deceiv,VBG,0.02088635396036913,0.02088635396036913,0.02088635396036913,0.02088635396036913
2882,2110,december,8,0,0,decemb,VB,0.01705688536987702,0.06822754147950807,0.010754163054881565,0.03791126079424086
2883,12302,dechino,1,0,0,dechino,VBP,0.008790972860931485,0.008790972860931485,0.008790972860931485,0.008790972860931485
2884,1612,decide,12,0,0,decid,VB,0.006595835847618903,0.07915003017142684,0.0047035775883775,0.021695286771679336
2885,6481,decided,2,0,0,decid,VBD,0.0057508370227815145,0.017252511068344543,0.003862057361020948,0.009528396346302648
2886,2108,decision,8,0,0,decis,NN,0.004977256628316407,0.039818053026531255,0.003953826563250331,0.008233410973468162
2887,12299,decisionmakin,1,0,0,decisionmakin,VBZ,0.006059621210724378,0.006059621210724378,0.006059621210724378,0.006059621210724378
2888,3640,decisions,4,0,0,decis,NNS,0.009672690481231034,0.038690761924924134,0.009203493988301083,0.013162448972382503
2889,2041,deck,9,0,0,deck,NN,0.006539477119717751,0.052315816957742005,0.005775695773430023,0.015468832738031095
2890,3641,decline,4,0,0,declin,NN,0.007792982669269514,0.023378948007808542,0.005640810637011167,0.012097326733786204
2891,6482,declined,2,0,0,declin,VBD,0.005862571152072744,0.011725142304145487,0.005862571152072744,0.008420209913210405
2892,12330,decomposable,1,0,0,decompos,JJ,0.010155089339351888,0.010155089339351888,0.010155089339351888,0.010155089339351888
2893,12073,decoration,1,0,0,decor,NN,0.006770059559567926,0.006770059559567926,0.006770059559567926,0.006770059559567926
2894,12060,decors,1,0,0,decor,NNS,0.008536162053368254,0.008536162053368254,0.008536162053368254,0.008536162053368254
2895,12080,decoy,1,0,0,decoy,NN,0.008342707955841496,0.008342707955841496,0.008342707955841496,0.008342707955841496
2896,12098,dededededededededeko,1,0,0,dededededededededeko,NN,0.004375892880255643,0.004375892880255643,0.004375892880255643,0.004375892880255643
2897,12096,dedicate,1,0,0,dedic,VB,0.0055670622087184264,0.0055670622087184264,0.0055670622087184264,0.0055670622087184264
2898,4242,dedication,3,0,0,dedic,NN,0.020079381193718507,0.020079381193718507,0.020079381193718507,0.020079381193718507
2899,6496,dee,2,0,0,dee,NN,0.007892375858949453,0.015784751717898907,0.007892375858949453,0.007892375858949453
2900,6499,deed,2,0,0,deed,NN,0.01221749957547077,0.02443499915094154,0.01221749957547077,0.012471442984660693
2901,359,deep,91,0,0,deep,JJ,0.006753980619580626,0.4187467984139988,0.004782836523205819,0.057058624698702674
2902,2048,deeper,9,0,0,deeper,JJR,0.011732412573854527,0.09385930059083622,0.010940102790888868,0.02021669229128816
2903,12023,deepest,1,0,0,deepest,JJS,0.020310178678703775,0.020310178678703775,0.020310178678703775,0.020310178678703775
2904,12011,deeply,1,0,0,deepli,VBP,0.008319140984214823,0.008319140984214823,0.008319140984214823,0.008319140984214823
2905,12049,deer,1,0,0,deer,NN,0.00793794045394083,0.00793794045394083,0.00793794045394083,0.00793794045394083
2906,12046,deere,1,0,0,deer,RB,0.011874902856500192,0.011874902856500192,0.011874902856500192,0.011874902856500192
2907,4185,defeat,3,0,0,defeat,VB,0.004347027770292544,0.013041083310877631,0.004052306492105724,0.005903958501656425
2908,12161,defeated,1,0,0,defeat,VBN,0.0054943580380821784,0.0054943580380821784,0.0054943580380821784,0.0054943580380821784
2909,6461,defenses,2,0,0,defens,NNS,0.010554674302387492,0.021109348604774984,0.010554674302387492,0.010554674302387492
2910,12159,define,1,0,0,defin,VB,0.014226936755613756,0.014226936755613756,0.014226936755613756,0.014226936755613756
2911,12177,definite,1,0,0,definit,VBP,0.005961489693141797,0.005961489693141797,0.005961489693141797,0.005961489693141797
2912,3649,definitely,4,0,0,definit,RB,0.0047838702102408264,0.019135480840963306,0.004260906672475766,0.007014718314623011
2913,3040,definition,5,0,0,definit,NN,0.03074087587068943,0.03074087587068943,0.03074087587068943,0.03074087587068943
2914,6448,degree,2,0,0,degre,NN,0.00892787439141201,0.01785574878282402,0.00892787439141201,0.011545615339511208
2915,3824,degrees,3,0,0,degre,NNS,0.010481262743084203,0.03144378822925261,0.008941502368450673,0.015328289774486865
2916,12183,degreez,1,0,0,degreez,NN,0.005925504845899493,0.005925504845899493,0.005925504845899493,0.005925504845899493
2917,12182,dej,1,0,0,dej,NN,0.008157828001141407,0.008157828001141407,0.008157828001141407,0.008157828001141407
2918,12181,dekkaji,1,0,0,dekkaji,NN,0.015025387287816569,0.015025387287816569,0.015025387287816569,0.015025387287816569
2919,12117,deko,1,0,0,deko,NN,0.0041654539015729105,0.0041654539015729105,0.0041654539015729105,0.0041654539015729105
2920,12144,delaying,1,0,0,delay,VBG,0.01338625412914567,0.01338625412914567,0.01338625412914567,0.01338625412914567
2921,12134,delete,1,0,0,delet,VB,0.005193961037763753,0.005193961037763753,0.005193961037763753,0.005193961037763753
2922,11126,deleted,1,0,0,delet,VBN,0.0116402209818658,0.0116402209818658,0.0116402209818658,0.0116402209818658
2923,3639,delicate,4,0,0,delic,NN,0.051216972320209525,0.051216972320209525,0.051216972320209525,0.051216972320209525
2924,11116,delicious,1,0,0,delici,JJ,0.003946187929474727,0.007892375858949453,0.003946187929474727,0.003946187929474727
2925,3802,delirious,3,0,0,deliri,JJ,0.009759336178256903,0.029278008534770708,0.011217521153147206,0.012527180983210078
2926,6447,deliver,2,0,0,deliv,NN,0.006353588156470103,0.012707176312940206,0.006353588156470103,0.006643080182784088
2927,11146,delivers,1,0,0,deliv,NNS,0.01137056335294227,0.01137056335294227,0.01137056335294227,0.01137056335294227
2928,11142,delivery,1,0,0,deliveri,NN,0.008366408830716045,0.008366408830716045,0.008366408830716045,0.008366408830716045
2929,11137,delusion,1,0,0,delus,NN,0.014365736138595354,0.014365736138595354,0.014365736138595354,0.014365736138595354
2930,3808,delusional,3,0,0,delusion,JJ,0.011437969936554628,0.022875939873109256,0.011437969936554628,0.012128192260312235
2931,11135,deluxe,1,0,0,delux,NN,0.0072180782068922734,0.0072180782068922734,0.0072180782068922734,0.0072180782068922734
2932,3154,dem,5,0,0,dem,NN,0.0073866477963104565,0.036933238981552284,0.008167294196640106,0.015124618882666861
2933,11107,demand,1,0,0,demand,NN,0.0045168342153559015,0.0045168342153559015,0.0045168342153559015,0.0045168342153559015
2934,11080,demanded,1,0,0,demand,VBN,0.0067545319000276325,0.0067545319000276325,0.0067545319000276325,0.0067545319000276325
2935,6468,demands,2,0,0,demand,NNS,0.016126403509345827,0.032252807018691654,0.016126403509345827,0.01705771556611656
2936,11104,demeanor,1,0,0,demeanor,NN,0.004812052137928183,0.004812052137928183,0.004812052137928183,0.004812052137928183
2937,11103,democracy,1,0,0,democraci,VBP,0.007307632527077041,0.007307632527077041,0.007307632527077041,0.007307632527077041
2938,11102,democrat,1,0,0,democrat,NN,0.005413558655169205,0.005413558655169205,0.005413558655169205,0.005413558655169205
2939,3141,demon,5,0,0,demon,NN,0.005658246720080195,0.028291233600400974,0.005910541852831655,0.00931952657292958
2940,1624,demons,12,0,0,demon,NNS,0.010305102046092805,0.10305102046092805,0.00881541582770842,0.023719218395268877
2941,6470,demonstrate,2,0,0,demonstr,VB,0.00860125818920994,0.01720251637841988,0.00860125818920994,0.009117054871545058
2942,11221,demonstrators,1,0,0,demonstr,NNS,0.0030266967198479423,0.0030266967198479423,0.0030266967198479423,0.0030266967198479423
2943,6472,den,2,0,0,den,VBP,0.009942301108582262,0.019884602217164524,0.009942301108582262,0.010704234464567072
2944,11240,denied,1,0,0,deni,VBD,0.008870409362686892,0.008870409362686892,0.008870409362686892,0.008870409362686892
2945,3832,denim,3,0,0,denim,NN,0.006492290524992423,0.01947687157497727,0.00569943338035193,0.00875125763720704
2946,3629,dennis,4,0,0,denni,NN,0.003540832232685507,0.017704161163427535,0.0030269621348733545,0.0054251350340000695
2947,11239,dense,1,0,0,dens,JJ,0.006072115275076387,0.006072115275076387,0.006072115275076387,0.006072115275076387
2948,11238,dental,1,0,0,dental,JJ,0.004286718935097595,0.004286718935097595,0.004286718935097595,0.004286718935097595
2949,6385,dentist,2,0,0,dentist,NN,0.008388094708175555,0.01677618941635111,0.008388094708175555,0.011445653301939683
2950,1442,deny,14,0,0,deni,NN,0.009633789593906554,0.11560547512687866,0.009391029613033872,0.014134808048215326
2951,11166,denying,1,0,0,deni,VBG,0.020310178678703775,0.020310178678703775,0.020310178678703775,0.020310178678703775
2952,6299,denyny,2,0,0,denyni,JJ,0.017957170173244195,0.017957170173244195,0.017957170173244195,0.017957170173244195
2953,6301,denynyny,2,0,0,denynyni,NN,0.017957170173244195,0.017957170173244195,0.017957170173244195,0.017957170173244195
2954,6302,denynynyny,2,0,0,denynynyni,VB,0.022310423548576118,0.022310423548576118,0.022310423548576118,0.022310423548576118
2955,11163,denzel,1,0,0,denzel,NN,0.005961489693141797,0.005961489693141797,0.005961489693141797,0.005961489693141797
2956,3135,depart,5,0,0,depart,VB,0.006527816007173363,0.026111264028693452,0.005954004588049082,0.008488825786536543
2957,11178,departed,1,0,0,depart,VBD,0.005184816740162056,0.005184816740162056,0.005184816740162056,0.005184816740162056
2958,11200,department,1,0,0,depart,NN,0.0072180782068922734,0.0072180782068922734,0.0072180782068922734,0.0072180782068922734
2959,3749,deposit,3,0,0,deposit,NN,0.006551630324283744,0.01965489097285123,0.007455754240762494,0.007760549225447754
2960,11059,depositin,1,0,0,depositin,NN,0.004408646569479114,0.004408646569479114,0.004408646569479114,0.004408646569479114
2961,3731,deposits,3,0,0,deposit,NNS,0.004905715094716395,0.014717145284149184,0.00569943338035193,0.005861887538461724
2962,10927,depressing,1,0,0,depress,JJ,0.007011847400981067,0.007011847400981067,0.007011847400981067,0.007011847400981067
2963,10923,depression,1,0,0,depress,NN,0.011594393340204913,0.011594393340204913,0.011594393340204913,0.011594393340204913
2964,10921,deprived,1,0,0,depriv,VBD,0.005925504845899493,0.005925504845899493,0.005925504845899493,0.005925504845899493
2965,10885,depths,1,0,0,depth,NNS,0.0075901440938454835,0.0075901440938454835,0.0075901440938454835,0.0075901440938454835
2966,6317,depts,2,0,0,dept,NNS,0.007362439771030119,0.007362439771030119,0.007362439771030119,0.007362439771030119
2967,6320,derek,2,0,0,derek,NN,0.006249006174185412,0.012498012348370825,0.006249006174185412,0.0073239498968090495
2968,10875,deriving,1,0,0,deriv,NN,0.0036812198855150596,0.0036812198855150596,0.0036812198855150596,0.0036812198855150596
2969,10915,derozan,1,0,0,derozan,NNS,0.005016994733240286,0.005016994733240286,0.005016994733240286,0.005016994733240286
2970,10908,derriere,1,0,0,derrier,NN,0.0032009030420678776,0.006401806084135755,0.0032009030420678776,0.0032009030420678776
2971,10902,derrière,1,0,0,derrièr,NN,0.009783973117647999,0.009783973117647999,0.009783973117647999,0.009783973117647999
2972,2492,derulo,6,0,0,derulo,NN,0.0071733924241233,0.0430403545447398,0.006933998665020136,0.0082076691591985
2973,10901,deréon,1,0,0,deréon,JJ,0.01137056335294227,0.01137056335294227,0.01137056335294227,0.01137056335294227
2974,10989,descent,1,0,0,descent,NN,0.009469375911292759,0.009469375911292759,0.009469375911292759,0.009469375911292759
2975,3675,describe,4,0,0,describ,VB,0.011109647767302543,0.04443859106921017,0.010106005441317022,0.018594570770508616
2976,11031,describes,1,0,0,describ,VBZ,0.0053642548422805966,0.0053642548422805966,0.0053642548422805966,0.0053642548422805966
2977,11027,description,1,0,0,descript,NN,0.004645072410744555,0.004645072410744555,0.004645072410744555,0.004645072410744555
2978,3783,desert,3,0,0,desert,NN,0.008315259133628418,0.02494577740088525,0.006004512539397532,0.013268035772539708
2979,773,deserve,33,0,0,deserv,VBP,0.007364876085885341,0.19148677823301885,0.005808155285487583,0.027945252245501914
2980,6273,deserved,2,0,0,deserv,VBD,0.009976967698796095,0.01995393539759219,0.009976967698796095,0.013489519963000341
2981,10983,deserves,1,0,0,deserv,VBZ,0.01510244055595922,0.01510244055595922,0.01510244055595922,0.01510244055595922
2982,10980,design,1,0,0,design,NN,0.01107133800154905,0.01107133800154905,0.01107133800154905,0.01107133800154905
2983,10979,designated,1,0,0,design,VBN,0.01338625412914567,0.01338625412914567,0.01338625412914567,0.01338625412914567
2984,6282,designed,2,0,0,design,VBN,0.009238493869650985,0.01847698773930197,0.009238493869650985,0.012412891609145854
2985,1351,designer,15,0,0,design,NN,0.006073516329227247,0.07895571227995421,0.005906556632597456,0.012126043417915306
2986,3132,desire,5,0,0,desir,NN,0.008642710907847276,0.04321355453923638,0.007062911648037827,0.015929119887064035
2987,10977,desk,1,0,0,desk,VBP,0.006832890738775053,0.006832890738775053,0.006832890738775053,0.006832890738775053
2988,11007,desktop,1,0,0,desktop,IN,0.011971446782162797,0.011971446782162797,0.011971446782162797,0.011971446782162797
2989,11003,despair,1,0,0,despair,NN,0.0075901440938454835,0.0075901440938454835,0.0075901440938454835,0.0075901440938454835
2990,3666,desperate,4,0,0,desper,JJ,0.009084415004141854,0.036337660016567415,0.010261765134247912,0.012462318707894071
2991,3883,desperately,3,0,0,desper,RB,0.032362372619912615,0.032362372619912615,0.032362372619912615,0.032362372619912615
2992,10993,despite,1,0,0,despit,IN,0.011548925131027638,0.011548925131027638,0.011548925131027638,0.011548925131027638
2993,6285,dessert,2,0,0,dessert,NN,0.005207378830869981,0.010414757661739962,0.005207378830869981,0.006643080182784088
2994,6286,destination,2,0,0,destin,NN,0.005426038392929564,0.01627811517878869,0.0028204053185055837,0.010637304541777524
2995,3659,destined,4,0,0,destin,VBN,0.009244847381261693,0.03697938952504677,0.005506784736055734,0.02296976389298123
2996,3142,destiny,5,0,0,destini,NN,0.009903985750445357,0.049519928752226786,0.010902941281922469,0.01467977715082372
2997,11494,destinys,1,0,0,destini,JJ,0.006515433425690371,0.006515433425690371,0.006515433425690371,0.006515433425690371
2998,11490,destroy,1,0,0,destroy,RB,0.006832890738775053,0.006832890738775053,0.006832890738775053,0.006832890738775053
2999,6292,destroyed,2,0,0,destroy,VBN,0.023942893564325593,0.023942893564325593,0.023942893564325593,0.023942893564325593
3000,6356,destruction,2,0,0,destruct,NN,0.0066855147779673815,0.013371029555934763,0.0066855147779673815,0.00930966870685939
3001,6359,details,2,0,0,detail,NNS,0.0050491957706212814,0.010098391541242563,0.0050491957706212814,0.005928129849210912
3002,11479,detective,1,0,0,detect,JJ,0.0063061582621243,0.0063061582621243,0.0063061582621243,0.0063061582621243
3003,11475,detention,1,0,0,detent,NN,0.005525283130228983,0.005525283130228983,0.005525283130228983,0.005525283130228983
3004,11465,detergent,1,0,0,deterg,NN,0.0029607457029653603,0.0059214914059307205,0.0029607457029653603,0.0029607457029653603
3005,11470,determine,1,0,0,determin,VB,0.005751906071117281,0.005751906071117281,0.005751906071117281,0.005751906071117281
3006,11535,detonation,1,0,0,deton,NN,0.0067545319000276325,0.0067545319000276325,0.0067545319000276325,0.0067545319000276325
3007,11589,detour,1,0,0,detour,VBP,0.006832890738775053,0.006832890738775053,0.006832890738775053,0.006832890738775053
3008,3618,detroit,4,0,0,detroit,NN,0.0059622068902384934,0.023848827560953974,0.005507185519386136,0.00851969424394213
3009,3584,deuce,4,0,0,deuc,NN,0.004692522405725346,0.02346261202862673,0.004032326578233446,0.007388177316039569
3010,1257,deuces,16,0,0,deuc,NNS,0.024982571963445912,0.07494771589033773,0.007323010841817168,0.062028662749898385
3011,11551,devastating,1,0,0,devast,VBG,0.013265657245099314,0.013265657245099314,0.013265657245099314,0.013265657245099314
3012,11536,devices,1,0,0,devic,NNS,0.012531812376221479,0.012531812376221479,0.012531812376221479,0.012531812376221479
3013,1661,devil,12,0,0,devil,NN,0.007558349728174669,0.09070019673809603,0.0072065261505664755,0.012606720691651507
3014,11544,devilish,1,0,0,devilish,JJ,0.007749936601084336,0.007749936601084336,0.007749936601084336,0.007749936601084336
3015,11539,devils,1,0,0,devil,NNS,0.00793794045394083,0.00793794045394083,0.00793794045394083,0.00793794045394083
3016,11577,devotion,1,0,0,devot,NN,0.029158177311010374,0.029158177311010374,0.029158177311010374,0.029158177311010374
3017,11571,devout,1,0,0,devout,IN,0.012693861674189861,0.012693861674189861,0.012693861674189861,0.012693861674189861
3018,11570,dg,1,0,0,dg,NN,0.006848781182353599,0.006848781182353599,0.006848781182353599,0.006848781182353599
3019,2038,di,9,0,0,di,JJ,0.016739016304309375,0.0669560652172375,0.014956796561587295,0.030827841014264282
3020,11568,diabetic,1,0,0,diabet,JJ,0.004812052137928183,0.004812052137928183,0.004812052137928183,0.004812052137928183
3021,11316,diablo,1,0,0,diablo,NN,0.004375892880255643,0.004375892880255643,0.004375892880255643,0.004375892880255643
3022,2796,dial,5,0,0,dial,NN,0.010883256656737905,0.05441628328368952,0.00935835793365012,0.015816942986450908
3023,11309,dialing,1,0,0,dial,VBG,0.011971446782162797,0.011971446782162797,0.011971446782162797,0.011971446782162797
3024,11307,diallin,1,0,0,diallin,NN,0.01566476547027685,0.01566476547027685,0.01566476547027685,0.01566476547027685
3025,11305,dialling,1,0,0,diall,VBG,0.01566476547027685,0.01566476547027685,0.01566476547027685,0.01566476547027685
3026,766,diamond,33,0,0,diamond,NN,0.005618593036678393,0.17417638413703018,0.0044726591217777705,0.031600309012560335
3027,422,diamonds,73,0,0,diamond,NNS,0.004490664944475526,0.23351457711272736,0.0030935218375525994,0.035622393181949236
3028,6355,diapers,2,0,0,diaper,NNS,0.005649904206109838,0.011299808412219677,0.005649904206109838,0.0073239498968090495
3029,1774,dice,11,0,0,dice,NNS,0.005172728131917586,0.05690000945109344,0.004336180462992762,0.010940133466975992
3030,11261,dicey,1,0,0,dicey,NN,0.006388234074646525,0.006388234074646525,0.006388234074646525,0.006388234074646525
3031,417,dick,75,0,0,dick,NN,0.0033399967281516948,0.19705980696095,0.0025469065005854744,0.01701628835898411
3032,11252,dickens,1,0,0,dicken,VBZ,0.004645072410744555,0.004645072410744555,0.004645072410744555,0.004645072410744555
3033,6337,dickies,2,0,0,dicki,NNS,0.0048337976298683215,0.009667595259736643,0.0048337976298683215,0.004869145327344507
3034,6338,dicks,2,0,0,dick,NNS,0.007755299497882975,0.01551059899576595,0.007755299497882975,0.012017935967036666
3035,11281,dictionary,1,0,0,dictionari,NN,0.003342764935768499,0.003342764935768499,0.003342764935768499,0.003342764935768499
3036,176,did,210,0,1,did,VBD,0.0033666626345902045,0.49153274465016983,0.002836109544960466,0.02098449066203255
3037,3571,diddy,4,0,0,diddi,NN,0.0043089341993941075,0.02154467099697054,0.002886897048940911,0.008349464327420182
3038,11278,didick,1,0,0,didick,NN,0.007011847400981067,0.007011847400981067,0.007011847400981067,0.007011847400981067
3039,256,didnt,136,0,0,didnt,VBP,0.00529678745085499,0.48200765802780415,0.004142582000382161,0.04059730360374517
3040,304,die,114,0,0,die,VB,0.005581023470810455,0.4018336898983528,0.004089116174622447,0.023440590775447835
3041,1215,died,17,0,0,die,VBD,0.005817228137774338,0.09889287834216375,0.004870815304073222,0.016328828447940705
3042,6340,diem,2,0,0,diem,NN,0.005730766444381084,0.011461532888762168,0.005730766444381084,0.006163044085659829
3043,11410,dies,1,0,0,die,VBZ,0.005925504845899493,0.005925504845899493,0.005925504845899493,0.005925504845899493
3044,3934,diesel,3,0,0,diesel,NN,0.00794398908903016,0.02383196726709048,0.006761245626554481,0.011166763138879574
3045,11362,diet,1,0,0,diet,NN,0.005184816740162056,0.005184816740162056,0.005184816740162056,0.005184816740162056
3046,2240,difference,8,0,0,differ,NN,0.007590206240448107,0.05313144368313675,0.008713186175924445,0.014046005808680878
3047,11356,differences,1,0,0,differ,NNS,0.012219817047352895,0.012219817047352895,0.012219817047352895,0.012219817047352895
3048,481,different,64,0,0,differ,JJ,0.005115568373413432,0.24554728192384476,0.00397463727291208,0.030168732199809405
3049,11350,differently,1,0,0,differ,RB,0.01182721248358252,0.01182721248358252,0.01182721248358252,0.01182721248358252
3050,11357,difficult,1,0,0,difficult,JJ,0.009349129867974754,0.009349129867974754,0.009349129867974754,0.009349129867974754
3051,2219,dig,8,0,0,dig,NN,0.005027356111315151,0.03519149277920606,0.004420795512416403,0.007924067427916194
3052,2847,diggin,5,0,0,diggin,NN,0.008338220335687353,0.02501466100706206,0.006033874458905588,0.013684961111048348
3053,2829,digging,5,0,0,dig,VBG,0.009498655657201597,0.03799462262880639,0.009296869306248479,0.013822512785156848
3054,11388,diggity,1,0,0,diggiti,NN,0.01119762702818269,0.01119762702818269,0.01119762702818269,0.01119762702818269
3055,11379,digi,1,0,0,digi,NN,0.008414216881177279,0.008414216881177279,0.008414216881177279,0.008414216881177279
3056,11377,digital,1,0,0,digit,JJ,0.009319544013962176,0.009319544013962176,0.009319544013962176,0.009319544013962176
3057,11375,digits,1,0,0,digit,NNS,0.004441894281164476,0.004441894281164476,0.004441894281164476,0.004441894281164476
3058,8686,diluted,1,0,0,dilut,VBN,0.014873615699050748,0.014873615699050748,0.014873615699050748,0.014873615699050748
3059,7483,dim,1,0,0,dim,VB,0.008924169419430448,0.008924169419430448,0.008924169419430448,0.008924169419430448
3060,1212,dime,17,0,0,dime,NN,0.005299036470334003,0.09008361999567804,0.004984090078586552,0.011865238664593592
3061,7472,dimension,1,0,0,dimens,NN,0.019123220184493816,0.019123220184493816,0.019123220184493816,0.019123220184493816
3062,3869,dimes,3,0,0,dime,NNS,0.0074445583709932634,0.02233367511297979,0.004857981601756664,0.012655664890730183
3063,2508,dine,6,0,0,dine,VB,0.015093290553978836,0.045279871661936505,0.005459855428522977,0.03538142872677255
3064,7505,diner,1,0,0,diner,NN,0.01107133800154905,0.01107133800154905,0.01107133800154905,0.01107133800154905
3065,6348,dinero,2,0,0,dinero,JJ,0.004791048625276977,0.009582097250553954,0.004791048625276977,0.005508220651558472
3066,1515,dinner,13,0,0,dinner,NN,0.00492463637270077,0.06402027284511001,0.004218969023283897,0.009201168623644278
3067,7448,dinners,1,0,0,dinner,NNS,0.017634586277916454,0.017634586277916454,0.017634586277916454,0.017634586277916454
3068,7434,dinnertime,1,0,0,dinnertim,NN,0.007853269089098794,0.007853269089098794,0.007853269089098794,0.007853269089098794
3069,7437,dinosaur,1,0,0,dinosaur,NN,0.005203137647371109,0.005203137647371109,0.005203137647371109,0.005203137647371109
3070,7447,dint,1,0,0,dint,VBP,0.010406275294742218,0.010406275294742218,0.010406275294742218,0.010406275294742218
3071,7571,dioo,1,0,0,dioo,NN,0.007811607184116837,0.007811607184116837,0.007811607184116837,0.007811607184116837
3072,3588,dior,4,0,0,dior,NN,0.007890112765076016,0.023670338295228046,0.00527319370447091,0.01486659429935172
3073,7578,diordior,1,0,0,diordior,VBP,0.01107133800154905,0.01107133800154905,0.01107133800154905,0.01107133800154905
3074,7595,diors,1,0,0,dior,NNS,0.005221588490092283,0.005221588490092283,0.005221588490092283,0.005221588490092283
3075,1190,dip,18,0,0,dip,NN,0.008998545492328798,0.08098690943095918,0.009502307393664549,0.015372458679326047
3076,7584,diplomas,1,0,0,diploma,NN,0.011971446782162797,0.011971446782162797,0.011971446782162797,0.011971446782162797
3077,3612,dipped,4,0,0,dip,VBD,0.00992032620235528,0.029760978607065842,0.011922003157934229,0.014911508481524989
3078,6354,dippin,2,0,0,dippin,NN,0.004477806964092889,0.013433420892278666,0.002966171458764887,0.007501077974748892
3079,7555,dipping,1,0,0,dip,NN,0.013571317550285934,0.013571317550285934,0.013571317550285934,0.013571317550285934
3080,7539,dire,1,0,0,dire,NN,0.005889951816824095,0.005889951816824095,0.005889951816824095,0.005889951816824095
